Customer ID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_score,RFM_sum,Segment
12445,22.0,2.0,426.48,4,2,2,422,8,New Customers
12446,58.0,1.0,1002.3100000000001,4,1,3,413,8,New Customers
12447,243.0,1.0,476.49,2,1,2,212,5,Hibernating/Lost
12448,44.0,1.0,449.45,4,1,2,412,7,New Customers
12449,22.0,6.0,4835.89,4,4,5,445,13,Champions
12450,156.0,5.0,666.95,3,4,3,343,10,Loyal Customers
12451,11.0,8.0,12546.53,5,4,5,545,14,Champions
12452,17.0,2.0,428.57,5,2,2,522,9,New Customers
12453,134.0,1.0,707.09,3,1,3,313,7,Potential Loyalists
12454,56.0,5.0,4292.71,4,4,5,445,13,Champions
12455,73.0,10.0,5879.95,3,5,5,355,13,Loyal Customers
12456,44.0,3.0,3153.89,4,3,5,435,12,Loyal Customers
12457,66.0,8.0,2472.31,3,4,4,344,11,Loyal Customers
12458,71.0,4.0,1777.49,3,3,4,334,10,Loyal Customers
12459,605.0,1.0,454.36,1,1,2,112,4,Hibernating/Lost
12460,456.0,1.0,326.65,1,1,2,112,4,Hibernating/Lost
12461,94.0,2.0,826.88,3,2,3,323,8,Potential Loyalists
12462,19.0,2.0,1124.01,4,2,3,423,9,New Customers
12463,53.0,4.0,1303.63,4,3,4,434,11,Loyal Customers
12464,10.0,8.0,1212.05,5,4,4,544,13,Champions
12465,17.0,2.0,733.89,5,2,3,523,10,New Customers
12466,682.0,1.0,56.73,1,1,1,111,3,Hibernating/Lost
12467,423.0,1.0,0.0,1,1,1,111,3,Hibernating/Lost
12468,188.0,5.0,3624.55,3,4,5,345,12,Loyal Customers
12469,523.0,2.0,3070.54,1,2,5,125,8,Hibernating/Lost
12470,690.0,1.0,211.95,1,1,1,111,3,Hibernating/Lost
12471,2.0,79.0,37948.61,5,5,5,555,15,Champions
12472,32.0,19.0,16956.69,4,5,5,455,14,Champions
12473,29.0,5.0,2848.23,4,4,4,444,12,Champions
12474,17.0,31.0,11966.45,5,5,5,555,15,Champions
12475,54.0,2.0,1149.64,4,2,3,423,9,New Customers
12476,16.0,23.0,13715.62,5,5,5,555,15,Champions
12477,23.0,9.0,20173.64,4,5,5,455,14,Champions
12478,4.0,1.0,680.99,5,1,3,513,9,New Customers
12479,11.0,1.0,477.3,5,1,2,512,8,New Customers
12480,28.0,7.0,5435.1,4,4,5,445,13,Champions
12481,23.0,15.0,12217.03,4,5,5,455,14,Champions
12482,576.0,29.0,21893.53,1,5,5,155,11,Can't Lose Them
12483,17.0,19.0,4846.87,5,5,5,555,15,Champions
12484,33.0,12.0,6303.85,4,5,5,455,14,Champions
12485,529.0,1.0,708.1,1,1,3,113,5,Hibernating/Lost
12486,432.0,1.0,1037.28,1,1,3,113,5,Hibernating/Lost
12487,731.0,1.0,259.79999999999995,1,1,1,111,3,Hibernating/Lost
12488,10.0,3.0,1298.66,5,3,4,534,12,Loyal Customers
12489,336.0,1.0,334.93,2,1,2,212,5,Hibernating/Lost
12490,5.0,21.0,9818.64,5,5,5,555,15,Champions
12491,39.0,1.0,460.40000000000003,4,1,2,412,7,New Customers
12492,63.0,3.0,715.21,3,3,3,333,9,Loyal Customers
12493,166.0,2.0,416.79,3,2,2,322,7,Potential Loyalists
12494,16.0,9.0,1743.52,5,5,4,554,14,Champions
12495,641.0,1.0,323.4,1,1,2,112,4,Hibernating/Lost
12496,620.0,2.0,54.09,1,2,1,121,4,Hibernating/Lost
12497,82.0,3.0,6211.75,3,3,5,335,11,Loyal Customers
12498,21.0,3.0,403.70000000000005,4,3,2,432,9,Loyal Customers
12499,560.0,1.0,393.72,1,1,2,112,4,Hibernating/Lost
12500,23.0,19.0,5872.31,4,5,5,455,14,Champions
12501,337.0,1.0,2089.68,2,1,4,214,7,Hibernating/Lost
12502,96.0,5.0,3723.87,3,4,5,345,12,Loyal Customers
12503,584.0,1.0,0.0,1,1,1,111,3,Hibernating/Lost
12504,18.0,4.0,411.0,5,3,2,532,10,Loyal Customers
12505,409.0,1.0,908.0,2,1,3,213,6,Hibernating/Lost
12506,233.0,1.0,73.5,2,1,1,211,4,Hibernating/Lost
12507,134.0,4.0,1797.31,3,3,4,334,10,Loyal Customers
12508,26.0,2.0,398.27,4,2,2,422,8,New Customers
12509,284.0,1.0,176.5,2,1,1,211,4,Hibernating/Lost
12510,143.0,9.0,3689.33,3,5,5,355,13,Loyal Customers
12511,429.0,1.0,3065.77,1,1,5,115,7,Hibernating/Lost
12512,66.0,2.0,138.03,3,2,1,321,6,Potential Loyalists
12513,113.0,1.0,586.79,3,1,2,312,6,Potential Loyalists
12514,267.0,2.0,1597.76,2,2,4,224,8,Hibernating/Lost
12515,353.0,1.0,383.7,2,1,2,212,5,Hibernating/Lost
12516,78.0,4.0,2648.62,3,3,4,334,10,Loyal Customers
12517,28.0,5.0,2464.89,4,4,4,444,12,Champions
12518,1.0,5.0,2056.89,5,4,4,544,13,Champions
12519,64.0,2.0,695.19,3,2,3,323,8,Potential Loyalists
12520,79.0,5.0,2582.51,3,4,4,344,11,Loyal Customers
12521,143.0,1.0,599.68,3,1,2,312,6,Potential Loyalists
12522,39.0,2.0,192.72,4,2,1,421,7,New Customers
12523,19.0,23.0,4220.85,4,5,5,455,14,Champions
12524,9.0,17.0,11091.36,5,5,5,555,15,Champions
12525,498.0,3.0,835.1800000000001,1,3,3,133,7,At Risk
12526,1.0,3.0,1316.66,5,3,4,534,12,Loyal Customers
12527,82.0,5.0,735.51,3,4,3,343,10,Loyal Customers
12528,9.0,6.0,1922.28,5,4,4,544,13,Champions
12529,528.0,1.0,311.78000000000003,1,1,2,112,4,Hibernating/Lost
12530,60.0,9.0,3689.86,3,5,5,355,13,Loyal Customers
12531,15.0,2.0,1899.05,5,2,4,524,11,New Customers
12532,30.0,1.0,349.83000000000004,4,1,2,412,7,New Customers
12533,628.0,2.0,1149.99,1,2,3,123,6,Hibernating/Lost
12534,131.0,1.0,1089.18,3,1,3,313,7,Potential Loyalists
12535,92.0,2.0,716.35,3,2,3,323,8,Potential Loyalists
12536,43.0,3.0,4106.82,4,3,5,435,12,Loyal Customers
12537,409.0,1.0,732.94,2,1,3,213,6,Hibernating/Lost
12538,29.0,2.0,640.45,4,2,3,423,9,New Customers
12539,22.0,7.0,9498.9,4,4,5,445,13,Champions
12540,20.0,33.0,22107.29,4,5,5,455,14,Champions
12541,30.0,3.0,981.18,4,3,3,433,10,Loyal Customers
12542,484.0,2.0,423.38,1,2,2,122,5,Hibernating/Lost
12543,448.0,1.0,980.25,1,1,3,113,5,Hibernating/Lost
12544,36.0,1.0,355.7,4,1,2,412,7,New Customers
12545,75.0,2.0,1000.39,3,2,3,323,8,Potential Loyalists
12546,47.0,2.0,1141.5,4,2,3,423,9,New Customers
12547,198.0,3.0,383.58,2,3,2,232,7,At Risk
12548,166.0,1.0,95.19999999999999,3,1,1,311,5,Potential Loyalists
12549,576.0,6.0,1575.68,1,4,4,144,9,Can't Lose Them
12550,79.0,1.0,964.83,3,1,3,313,7,Potential Loyalists
12551,358.0,1.0,168.0,2,1,1,211,4,Hibernating/Lost
12552,39.0,2.0,437.82,4,2,2,422,8,New Customers
12553,8.0,12.0,4548.82,5,5,5,555,15,Champions
12554,449.0,1.0,468.5,1,1,2,112,4,Hibernating/Lost
12555,682.0,1.0,129.23,1,1,1,111,3,Hibernating/Lost
12556,50.0,2.0,603.71,4,2,3,423,9,New Customers
12557,16.0,8.0,18716.14,5,4,5,545,14,Champions
12558,8.0,1.0,1.0658141036401503e-14,5,1,1,511,7,New Customers
12559,311.0,2.0,536.21,2,2,2,222,6,Hibernating/Lost
12560,5.0,3.0,2101.39,5,3,4,534,12,Loyal Customers
12561,303.0,1.0,238.85,2,1,1,211,4,Hibernating/Lost
12562,8.0,9.0,4966.92,5,5,5,555,15,Champions
12563,409.0,1.0,249.24,2,1,1,211,4,Hibernating/Lost
12564,261.0,1.0,456.9,2,1,2,212,5,Hibernating/Lost
12565,289.0,1.0,131.17,2,1,1,211,4,Hibernating/Lost
12566,86.0,1.0,346.7,3,1,2,312,6,Potential Loyalists
12567,23.0,15.0,13393.82,4,5,5,455,14,Champions
12568,645.0,1.0,70.0,1,1,1,111,3,Hibernating/Lost
12569,2.0,32.0,4064.9900000000002,5,5,5,555,15,Champions
12570,682.0,1.0,77.52,1,1,1,111,3,Hibernating/Lost
12571,40.0,2.0,519.61,4,2,2,422,8,New Customers
12572,9.0,2.0,1004.72,5,2,3,523,10,New Customers
12573,227.0,5.0,717.41,2,4,3,243,9,Can't Lose Them
12574,316.0,1.0,218.45,2,1,1,211,4,Hibernating/Lost
12575,457.0,2.0,622.8199999999999,1,2,3,123,6,Hibernating/Lost
12576,36.0,8.0,2083.87,4,4,4,444,12,Champions
12577,35.0,8.0,1591.35,4,4,4,444,12,Champions
12578,21.0,4.0,4572.45,4,3,5,435,12,Loyal Customers
12579,78.0,1.0,410.72,3,1,2,312,6,Potential Loyalists
12580,247.0,2.0,1052.9,2,2,3,223,7,Hibernating/Lost
12581,40.0,1.0,197.71,4,1,1,411,6,New Customers
12582,239.0,4.0,1980.4,2,3,4,234,9,At Risk
12583,3.0,27.0,14344.9,5,5,5,555,15,Champions
12584,4.0,9.0,1893.95,5,5,4,554,14,Champions
12585,234.0,2.0,1982.81,2,2,4,224,8,Hibernating/Lost
12586,17.0,4.0,2028.67,5,3,4,534,12,Loyal Customers
12587,8.0,1.0,144.0,5,1,1,511,7,New Customers
12588,39.0,4.0,938.98,4,3,3,433,10,Loyal Customers
12589,29.0,8.0,3094.17,4,4,5,445,13,Champions
12590,211.0,2.0,9853.48,2,2,5,225,9,Hibernating/Lost
12591,317.0,3.0,1352.15,2,3,4,234,9,At Risk
12592,92.0,5.0,1152.62,3,4,3,343,10,Loyal Customers
12593,109.0,3.0,418.09999999999997,3,3,2,332,8,Loyal Customers
12594,38.0,15.0,5044.51,4,5,5,455,14,Champions
12595,505.0,1.0,299.02,1,1,2,112,4,Hibernating/Lost
12596,51.0,2.0,618.27,4,2,3,423,9,New Customers
12597,19.0,4.0,3683.13,4,3,5,435,12,Loyal Customers
12598,10.0,11.0,4414.67,5,5,5,555,15,Champions
12599,29.0,13.0,2296.72,4,5,4,454,13,Champions
12600,29.0,21.0,4955.79,4,5,5,455,14,Champions
12601,190.0,6.0,673.76,2,4,3,243,9,Can't Lose Them
12602,59.0,1.0,153.12,3,1,1,311,5,Potential Loyalists
12603,22.0,1.0,739.1999999999999,4,1,3,413,8,New Customers
12604,79.0,2.0,254.18,3,2,1,321,6,Potential Loyalists
12605,376.0,4.0,1217.95,2,3,4,234,9,At Risk
12606,682.0,1.0,21.0,1,1,1,111,3,Hibernating/Lost
12607,60.0,1.0,3.552713678800501e-15,3,1,1,311,5,Potential Loyalists
12608,405.0,1.0,415.79,2,1,2,212,5,Hibernating/Lost
12609,78.0,9.0,3417.86,3,5,5,355,13,Loyal Customers
12610,23.0,5.0,2057.99,4,4,4,444,12,Champions
12611,52.0,1.0,1193.32,4,1,3,413,8,New Customers
12612,74.0,1.0,643.59,3,1,3,313,7,Potential Loyalists
12613,57.0,10.0,6591.52,4,5,5,455,14,Champions
12614,278.0,1.0,315.6,2,1,2,212,5,Hibernating/Lost
12615,2.0,8.0,5564.88,5,4,5,545,14,Champions
12616,95.0,3.0,1045.35,3,3,3,333,9,Loyal Customers
12617,29.0,1.0,355.53,4,1,2,412,7,New Customers
12618,22.0,1.0,177.31,4,1,1,411,6,New Customers
12619,16.0,10.0,3354.95,5,5,5,555,15,Champions
12620,15.0,3.0,1339.41,5,3,4,534,12,Loyal Customers
12621,2.0,35.0,24579.31,5,5,5,555,15,Champions
12622,232.0,1.0,180.1,2,1,1,211,4,Hibernating/Lost
12623,276.0,7.0,3639.84,2,4,5,245,11,Can't Lose Them
12624,106.0,2.0,641.13,3,2,3,323,8,Potential Loyalists
12625,212.0,4.0,5095.38,2,3,5,235,10,At Risk
12626,23.0,9.0,6388.35,4,5,5,455,14,Champions
12627,11.0,7.0,4478.53,5,4,5,545,14,Champions
12628,4.0,3.0,769.61,5,3,3,533,11,Loyal Customers
12629,386.0,2.0,1558.22,2,2,4,224,8,Hibernating/Lost
12630,10.0,2.0,1270.88,5,2,4,524,11,New Customers
12631,57.0,6.0,3452.27,4,4,5,445,13,Champions
12632,521.0,2.0,738.88,1,2,3,123,6,Hibernating/Lost
12633,59.0,7.0,5595.21,3,4,5,345,12,Loyal Customers
12634,536.0,2.0,490.0,1,2,2,122,5,Hibernating/Lost
12635,90.0,4.0,2930.41,3,3,5,335,11,Loyal Customers
12636,739.0,1.0,141.0,1,1,1,111,3,Hibernating/Lost
12637,67.0,12.0,8271.66,3,5,5,355,13,Loyal Customers
12638,33.0,2.0,921.49,4,2,3,423,9,New Customers
12639,239.0,3.0,1312.37,2,3,4,234,9,At Risk
12640,24.0,3.0,1174.58,4,3,3,433,10,Loyal Customers
12641,115.0,1.0,185.9,3,1,1,311,5,Potential Loyalists
12642,25.0,3.0,1013.26,4,3,3,433,10,Loyal Customers
12643,128.0,12.0,7880.9,3,5,5,355,13,Loyal Customers
12644,130.0,4.0,1815.54,3,3,4,334,10,Loyal Customers
12645,34.0,8.0,3499.1,4,4,5,445,13,Champions
12646,5.0,2.0,1346.97,5,2,4,524,11,New Customers
12647,22.0,36.0,17682.79,4,5,5,455,14,Champions
12648,155.0,4.0,1097.0,3,3,3,333,9,Loyal Customers
12649,107.0,8.0,2238.7,3,4,4,344,11,Loyal Customers
12650,3.0,1.0,314.44,5,1,2,512,8,New Customers
12651,335.0,4.0,365.3,2,3,2,232,7,At Risk
12652,331.0,2.0,1011.58,2,2,3,223,7,Hibernating/Lost
12653,149.0,3.0,4160.83,3,3,5,335,11,Loyal Customers
12654,11.0,5.0,601.98,5,4,3,543,12,Champions
12655,424.0,1.0,261.35,1,1,1,111,3,Hibernating/Lost
12656,17.0,8.0,6320.78,5,4,5,545,14,Champions
12657,11.0,4.0,1152.06,5,3,3,533,11,Loyal Customers
12658,19.0,1.0,686.05,4,1,3,413,8,New Customers
12659,30.0,1.0,91.68,4,1,1,411,6,New Customers
12660,11.0,1.0,245.1,5,1,1,511,7,New Customers
12661,436.0,1.0,162.0,1,1,1,111,3,Hibernating/Lost
12662,1.0,20.0,6949.17,5,5,5,555,15,Champions
12663,625.0,2.0,204.0,1,2,1,121,4,Hibernating/Lost
12664,8.0,11.0,6052.04,5,5,5,555,15,Champions
12665,325.0,3.0,301.45,2,3,2,232,7,At Risk
12666,394.0,1.0,1020.98,2,1,3,213,6,Hibernating/Lost
12667,58.0,1.0,620.13,4,1,3,413,8,New Customers
12668,12.0,10.0,11380.710000000001,5,5,5,555,15,Champions
12669,151.0,3.0,1607.73,3,3,4,334,10,Loyal Customers
12670,10.0,7.0,3750.39,5,4,5,545,14,Champions
12671,606.0,1.0,2622.481,1,1,4,114,6,Hibernating/Lost
12672,330.0,2.0,410.5,2,2,2,222,6,Hibernating/Lost
12673,5.0,3.0,1230.02,5,3,4,534,12,Loyal Customers
12674,39.0,4.0,1919.31,4,3,4,434,11,Loyal Customers
12675,554.0,2.0,934.8,1,2,3,123,6,Hibernating/Lost
12676,25.0,11.0,2773.09,4,5,4,454,13,Champions
12677,555.0,2.0,389.3,1,2,2,122,5,Hibernating/Lost
12678,42.0,21.0,33851.13,4,5,5,455,14,Champions
12679,59.0,4.0,1058.67,3,3,3,333,9,Loyal Customers
12680,1.0,4.0,880.81,5,3,3,533,11,Loyal Customers
12681,15.0,45.0,30551.76,5,5,5,555,15,Champions
12682,4.0,52.0,23945.81,5,5,5,555,15,Champions
12683,4.0,21.0,12418.6,5,5,5,555,15,Champions
12684,8.0,7.0,2283.63,5,4,4,544,13,Champions
12685,28.0,6.0,2863.08,4,4,4,444,12,Champions
12686,372.0,1.0,178.28,2,1,1,211,4,Hibernating/Lost
12687,481.0,2.0,2138.91,1,2,4,124,7,Hibernating/Lost
12688,114.0,1.0,4873.8099999999995,3,1,5,315,9,Potential Loyalists
12689,26.0,2.0,1247.61,4,2,4,424,10,New Customers
12690,206.0,1.0,389.01,2,1,2,212,5,Hibernating/Lost
12691,28.0,7.0,1170.4,4,4,3,443,11,Champions
12692,637.0,1.0,110.95,1,1,1,111,3,Hibernating/Lost
12693,127.0,7.0,1640.42,3,4,4,344,11,Loyal Customers
12694,70.0,3.0,1839.45,3,3,4,334,10,Loyal Customers
12695,7.0,7.0,1407.1200000000001,5,4,4,544,13,Champions
12696,435.0,2.0,801.15,1,2,3,123,6,Hibernating/Lost
12697,29.0,3.0,939.02,4,3,3,433,10,Loyal Customers
12698,590.0,1.0,339.75,1,1,2,112,4,Hibernating/Lost
12699,418.0,1.0,638.11,1,1,3,113,5,Hibernating/Lost
12700,8.0,4.0,4867.99,5,3,5,535,13,Loyal Customers
12701,80.0,6.0,2446.41,3,4,4,344,11,Loyal Customers
12702,20.0,1.0,219.0,4,1,1,411,6,New Customers
12703,71.0,4.0,892.18,3,3,3,333,9,Loyal Customers
12704,7.0,8.0,2220.84,5,4,4,544,13,Champions
12705,15.0,14.0,11554.0,5,5,5,555,15,Champions
12707,292.0,1.0,603.42,2,1,3,213,6,Hibernating/Lost
12708,30.0,18.0,5118.16,4,5,5,455,14,Champions
12709,15.0,34.0,30312.61,5,5,5,555,15,Champions
12710,97.0,3.0,1130.57,3,3,3,333,9,Loyal Customers
12711,612.0,2.0,1339.05,1,2,4,124,7,Hibernating/Lost
12712,29.0,21.0,6979.66,4,5,5,455,14,Champions
12713,1.0,1.0,848.55,5,1,3,513,9,New Customers
12714,9.0,12.0,14093.71,5,5,5,555,15,Champions
12715,106.0,1.0,353.86,3,1,2,312,6,Potential Loyalists
12716,4.0,2.0,1053.49,5,2,3,523,10,New Customers
12717,151.0,3.0,1258.91,3,3,4,334,10,Loyal Customers
12718,71.0,1.0,238.25,3,1,1,311,5,Potential Loyalists
12719,5.0,2.0,608.1,5,2,3,523,10,New Customers
12720,3.0,30.0,8047.88,5,5,5,555,15,Champions
12721,32.0,8.0,3906.68,4,4,5,445,13,Champions
12722,85.0,4.0,904.33,3,3,3,333,9,Loyal Customers
12723,4.0,5.0,725.07,5,4,3,543,12,Champions
12724,5.0,7.0,2317.52,5,4,4,544,13,Champions
12725,371.0,4.0,2694.56,2,3,4,234,9,At Risk
12726,28.0,11.0,4014.6,4,5,5,455,14,Champions
12727,11.0,10.0,5646.53,5,5,5,555,15,Champions
12728,71.0,5.0,1070.17,3,4,3,343,10,Loyal Customers
12729,114.0,1.0,453.01,3,1,2,312,6,Potential Loyalists
12730,522.0,1.0,829.25,1,1,3,113,5,Hibernating/Lost
12731,24.0,17.0,25673.21,4,5,5,455,14,Champions
12732,180.0,1.0,236.26000000000002,3,1,1,311,5,Potential Loyalists
12733,234.0,4.0,2326.82,2,3,4,234,9,At Risk
12734,353.0,3.0,639.65,2,3,3,233,8,At Risk
12735,315.0,2.0,779.5699999999999,2,2,3,223,7,Hibernating/Lost
12736,333.0,1.0,234.0,2,1,1,211,4,Hibernating/Lost
12737,499.0,2.0,3710.5,1,2,5,125,8,Hibernating/Lost
12738,372.0,1.0,310.7,2,1,2,212,5,Hibernating/Lost
12739,78.0,4.0,2726.73,3,3,4,334,10,Loyal Customers
12740,64.0,1.0,427.6,3,1,2,312,6,Potential Loyalists
12741,529.0,2.0,406.07,1,2,2,122,5,Hibernating/Lost
12742,626.0,1.0,1185.02,1,1,3,113,5,Hibernating/Lost
12743,134.0,2.0,546.43,3,2,2,322,7,Potential Loyalists
12744,52.0,11.0,13158.16,4,5,5,455,14,Champions
12745,487.0,3.0,925.41,1,3,3,133,7,At Risk
12746,541.0,1.0,230.85000000000002,1,1,1,111,3,Hibernating/Lost
12747,2.0,26.0,9164.59,5,5,5,555,15,Champions
12748,1.0,336.0,49970.13,5,5,5,555,15,Champions
12749,4.0,9.0,6328.49,5,5,5,555,15,Champions
12750,129.0,1.0,275.88,3,1,2,312,6,Potential Loyalists
12751,445.0,1.0,268.27,1,1,1,111,3,Hibernating/Lost
12752,81.0,1.0,4366.78,3,1,5,315,9,Potential Loyalists
12753,23.0,6.0,21024.01,4,4,5,445,13,Champions
12754,236.0,3.0,2949.12,2,3,5,235,10,At Risk
12755,281.0,11.0,6406.349999999999,2,5,5,255,12,Can't Lose Them
12756,87.0,1.0,112.07999999999998,3,1,1,311,5,Potential Loyalists
12757,16.0,13.0,4227.7,5,5,5,555,15,Champions
12758,117.0,7.0,9779.0,3,4,5,345,12,Loyal Customers
12759,52.0,8.0,5020.74,4,4,5,445,13,Champions
12760,456.0,1.0,347.8,1,1,2,112,4,Hibernating/Lost
12761,458.0,2.0,782.95,1,2,3,123,6,Hibernating/Lost
12762,8.0,2.0,1898.52,5,2,4,524,11,New Customers
12763,138.0,2.0,814.16,3,2,3,323,8,Potential Loyalists
12764,317.0,1.0,1693.88,2,1,4,214,7,Hibernating/Lost
12765,472.0,6.0,1404.58,1,4,4,144,9,Can't Lose Them
12766,4.0,9.0,10026.43,5,5,5,555,15,Champions
12767,376.0,1.0,949.82,2,1,3,213,6,Hibernating/Lost
12768,451.0,1.0,3.552713678800501e-15,1,1,1,111,3,Hibernating/Lost
12769,239.0,1.0,1143.6,2,1,3,213,6,Hibernating/Lost
