Customer ID,Recency,Frequency,Monetary
12488,10.0,3.0,1298.66
12489,336.0,1.0,334.93
12490,5.0,21.0,9818.64
12491,39.0,1.0,460.40000000000003
12492,63.0,3.0,715.21
12493,166.0,2.0,416.79
12494,16.0,9.0,1743.52
12495,641.0,1.0,323.4
12496,620.0,2.0,54.09
12497,82.0,3.0,6211.75
12498,21.0,3.0,403.70000000000005
12499,560.0,1.0,393.72
12500,23.0,19.0,5872.31
12501,337.0,1.0,2089.68
12502,96.0,5.0,3723.87
12503,584.0,1.0,0.0
12504,18.0,4.0,411.0
12505,409.0,1.0,908.0
12506,233.0,1.0,73.5
12507,134.0,4.0,1797.31
12508,26.0,2.0,398.27
12509,284.0,1.0,176.5
12510,143.0,9.0,3689.33
12511,429.0,1.0,3065.77
12512,66.0,2.0,138.03
12513,113.0,1.0,586.79
12514,267.0,2.0,1597.76
12515,353.0,1.0,383.7
12516,78.0,4.0,2648.62
12517,28.0,5.0,2464.89
12518,1.0,5.0,2056.89
12519,64.0,2.0,695.19
12520,79.0,5.0,2582.51
12521,143.0,1.0,599.68
12522,39.0,2.0,192.72
12523,19.0,23.0,4220.85
12524,9.0,17.0,11091.36
12525,498.0,3.0,835.1800000000001
12526,1.0,3.0,1316.66
12527,82.0,5.0,735.51
12528,9.0,6.0,1922.28
12529,528.0,1.0,311.78000000000003
12530,60.0,9.0,3689.86
12531,15.0,2.0,1899.05
12532,30.0,1.0,349.83000000000004
12533,628.0,2.0,1149.99
12534,131.0,1.0,1089.18
12535,92.0,2.0,716.35
12536,43.0,3.0,4106.82
12537,409.0,1.0,732.94
12538,29.0,2.0,640.45
12539,22.0,7.0,9498.9
12540,20.0,33.0,22107.29
12541,30.0,3.0,981.18
12542,484.0,2.0,423.38
12543,448.0,1.0,980.25
12544,36.0,1.0,355.7
12545,75.0,2.0,1000.39
12546,47.0,2.0,1141.5
12547,198.0,3.0,383.58
12548,166.0,1.0,95.19999999999999
12549,576.0,6.0,1575.68
12550,79.0,1.0,964.83
12551,358.0,1.0,168.0
12552,39.0,2.0,437.82
12553,8.0,12.0,4548.82
12554,449.0,1.0,468.5
12555,682.0,1.0,129.23
12556,50.0,2.0,603.71
12557,16.0,8.0,18716.14
12558,8.0,1.0,1.0658141036401503e-14
12559,311.0,2.0,536.21
12560,5.0,3.0,2101.39
12561,303.0,1.0,238.85
12562,8.0,9.0,4966.92
12563,409.0,1.0,249.24
12564,261.0,1.0,456.9
12565,289.0,1.0,131.17
12566,86.0,1.0,346.7
12567,23.0,15.0,13393.82
12568,645.0,1.0,70.0
12569,2.0,32.0,4064.9900000000002
12570,682.0,1.0,77.52
12571,40.0,2.0,519.61
12572,9.0,2.0,1004.72
12573,227.0,5.0,717.41
12574,316.0,1.0,218.45
12575,457.0,2.0,622.8199999999999
12576,36.0,8.0,2083.87
12577,35.0,8.0,1591.35
12578,21.0,4.0,4572.45
12579,78.0,1.0,410.72
12580,247.0,2.0,1052.9
12581,40.0,1.0,197.71
12582,239.0,4.0,1980.4
12583,3.0,27.0,14344.9
12584,4.0,9.0,1893.95
12585,234.0,2.0,1982.81
12586,17.0,4.0,2028.67
12587,8.0,1.0,144.0
12588,39.0,4.0,938.98
12589,29.0,8.0,3094.17
12590,211.0,2.0,9853.48
12591,317.0,3.0,1352.15
12592,92.0,5.0,1152.62
12593,109.0,3.0,418.09999999999997
12594,38.0,15.0,5044.51
12595,505.0,1.0,299.02
12596,51.0,2.0,618.27
12597,19.0,4.0,3683.13
12598,10.0,11.0,4414.67
12599,29.0,13.0,2296.72
12600,29.0,21.0,4955.79
12601,190.0,6.0,673.76
12602,59.0,1.0,153.12
12603,22.0,1.0,739.1999999999999
12604,79.0,2.0,254.18
12605,376.0,4.0,1217.95
12606,682.0,1.0,21.0
12607,60.0,1.0,3.552713678800501e-15
12608,405.0,1.0,415.79
12609,78.0,9.0,3417.86
12610,23.0,5.0,2057.99
12611,52.0,1.0,1193.32
12612,74.0,1.0,643.59
12613,57.0,10.0,6591.52
12614,278.0,1.0,315.6
12615,2.0,8.0,5564.88
12616,95.0,3.0,1045.35
12617,29.0,1.0,355.53
12618,22.0,1.0,177.31
12619,16.0,10.0,3354.95
12620,15.0,3.0,1339.41
12621,2.0,35.0,24579.31
12622,232.0,1.0,180.1
12623,276.0,7.0,3639.84
12624,106.0,2.0,641.13
12625,212.0,4.0,5095.38
12626,23.0,9.0,6388.35
12627,11.0,7.0,4478.53
12628,4.0,3.0,769.61
12629,386.0,2.0,1558.22
12630,10.0,2.0,1270.88
12631,57.0,6.0,3452.27
12632,521.0,2.0,738.88
12633,59.0,7.0,5595.21
12634,536.0,2.0,490.0
12635,90.0,4.0,2930.41
12636,739.0,1.0,141.0
12637,67.0,12.0,8271.66
12638,33.0,2.0,921.49
12639,239.0,3.0,1312.37
12640,24.0,3.0,1174.58
12641,115.0,1.0,185.9
12642,25.0,3.0,1013.26
12643,128.0,12.0,7880.9
12644,130.0,4.0,1815.54
12645,34.0,8.0,3499.1
12646,5.0,2.0,1346.97
12647,22.0,36.0,17682.79
12648,155.0,4.0,1097.0
12649,107.0,8.0,2238.7
12650,3.0,1.0,314.44
12651,335.0,4.0,365.3
12652,331.0,2.0,1011.58
12653,149.0,3.0,4160.83
12654,11.0,5.0,601.98
12655,424.0,1.0,261.35
12656,17.0,8.0,6320.78
12657,11.0,4.0,1152.06
12658,19.0,1.0,686.05
12659,30.0,1.0,91.68
12660,11.0,1.0,245.1
12661,436.0,1.0,162.0
12662,1.0,20.0,6949.17
12663,625.0,2.0,204.0
12664,8.0,11.0,6052.04
12665,325.0,3.0,301.45
12666,394.0,1.0,1020.98
12667,58.0,1.0,620.13
12668,12.0,10.0,11380.710000000001
12669,151.0,3.0,1607.73
12670,10.0,7.0,3750.39
12671,606.0,1.0,2622.481
12672,330.0,2.0,410.5
12673,5.0,3.0,1230.02
12674,39.0,4.0,1919.31
12675,554.0,2.0,934.8
12676,25.0,11.0,2773.09
12677,555.0,2.0,389.3
12678,42.0,21.0,33851.13
12679,59.0,4.0,1058.67
12680,1.0,4.0,880.81
12681,15.0,45.0,30551.76
12682,4.0,52.0,23945.81
12683,4.0,21.0,12418.6
12684,8.0,7.0,2283.63
12685,28.0,6.0,2863.08
12686,372.0,1.0,178.28
12687,481.0,2.0,2138.91
12688,114.0,1.0,4873.8099999999995
12689,26.0,2.0,1247.61
12690,206.0,1.0,389.01
12691,28.0,7.0,1170.4
12692,637.0,1.0,110.95
12693,127.0,7.0,1640.42
12694,70.0,3.0,1839.45
12695,7.0,7.0,1407.1200000000001
12696,435.0,2.0,801.15
12697,29.0,3.0,939.02
12698,590.0,1.0,339.75
12699,418.0,1.0,638.11
12700,8.0,4.0,4867.99
12701,80.0,6.0,2446.41
12702,20.0,1.0,219.0
12703,71.0,4.0,892.18
12704,7.0,8.0,2220.84
12705,15.0,14.0,11554.0
12707,292.0,1.0,603.42
12708,30.0,18.0,5118.16
12709,15.0,34.0,30312.61
12710,97.0,3.0,1130.57
12711,612.0,2.0,1339.05
12712,29.0,21.0,6979.66
12713,1.0,1.0,848.55
12714,9.0,12.0,14093.71
12715,106.0,1.0,353.86
12716,4.0,2.0,1053.49
12717,151.0,3.0,1258.91
12718,71.0,1.0,238.25
12719,5.0,2.0,608.1
12720,3.0,30.0,8047.88
12721,32.0,8.0,3906.68
12722,85.0,4.0,904.33
12723,4.0,5.0,725.07
12724,5.0,7.0,2317.52
12725,371.0,4.0,2694.56
12726,28.0,11.0,4014.6
12727,11.0,10.0,5646.53
12728,71.0,5.0,1070.17
12729,114.0,1.0,453.01
12730,522.0,1.0,829.25
12731,24.0,17.0,25673.21
12732,180.0,1.0,236.26000000000002
12733,234.0,4.0,2326.82
12734,353.0,3.0,639.65
12735,315.0,2.0,779.5699999999999
12736,333.0,1.0,234.0
12737,499.0,2.0,3710.5
12738,372.0,1.0,310.7
12739,78.0,4.0,2726.73
12740,64.0,1.0,427.6
12741,529.0,2.0,406.07
12742,626.0,1.0,1185.02
12743,134.0,2.0,546.43
12744,52.0,11.0,13158.16
12745,487.0,3.0,925.41
12746,541.0,1.0,230.85000000000002
12747,2.0,26.0,9164.59
12748,1.0,336.0,49970.13
12749,4.0,9.0,6328.49
12750,129.0,1.0,275.88
12751,445.0,1.0,268.27
12752,81.0,1.0,4366.78
12753,23.0,6.0,21024.01
12754,236.0,3.0,2949.12
12755,281.0,11.0,6406.349999999999
12756,87.0,1.0,112.07999999999998
12757,16.0,13.0,4227.7
12758,117.0,7.0,9779.0
12759,52.0,8.0,5020.74
12760,456.0,1.0,347.8
12761,458.0,2.0,782.95
12762,8.0,2.0,1898.52
12763,138.0,2.0,814.16
12764,317.0,1.0,1693.88
12765,472.0,6.0,1404.58
12766,4.0,9.0,10026.43
12767,376.0,1.0,949.82
12768,451.0,1.0,3.552713678800501e-15
12769,239.0,1.0,1143.6
12770,211.0,2.0,2975.95
12771,486.0,1.0,262.5
12772,60.0,1.0,892.47
12773,564.0,1.0,1.7763568394002505e-15
12774,536.0,1.0,98.7
12775,17.0,7.0,1651.32
12776,668.0,1.0,55.5
12777,458.0,1.0,519.45
12778,20.0,9.0,1757.68
12779,38.0,14.0,6406.76
12780,599.0,1.0,337.4
12781,64.0,2.0,707.72
12782,5.0,11.0,4526.04
12783,2.0,6.0,1603.87
12784,9.0,3.0,1804.75
12785,364.0,3.0,1079.31
12786,610.0,1.0,728.5
12787,10.0,4.0,859.18
12788,463.0,4.0,444.9
12789,65.0,3.0,273.35
12790,192.0,2.0,563.45
12791,374.0,6.0,777.75
12792,257.0,2.0,813.88
12793,335.0,3.0,1017.33
12794,53.0,2.0,860.41
12795,19.0,1.0,430.48
12796,628.0,1.0,381.0
12797,366.0,2.0,725.46
12798,10.0,4.0,8510.93
12799,529.0,1.0,219.35
12800,470.0,3.0,584.25
12801,501.0,1.0,1031.87
12802,187.0,7.0,2350.42
12803,393.0,1.0,1092.81
12804,466.0,2.0,327.02
12805,382.0,4.0,1434.95
12806,435.0,4.0,2878.96
12807,383.0,1.0,269.95
12808,37.0,5.0,906.1
12809,178.0,3.0,1705.34
12810,535.0,2.0,534.99
12811,261.0,5.0,1033.9
12812,45.0,1.0,229.64000000000001
12813,502.0,3.0,1687.8
12814,102.0,1.0,125.92
12815,148.0,2.0,1063.46
12816,96.0,2.0,572.2
12817,281.0,3.0,690.98
12818,262.0,1.0,1517.88
12819,458.0,1.0,540.52
12820,3.0,11.0,2647.94
12821,214.0,2.0,220.8
12822,71.0,2.0,918.98
12823,75.0,18.0,6501.5
12824,60.0,1.0,397.12
12825,521.0,2.0,518.63
12826,3.0,12.0,2928.69
12827,6.0,3.0,430.15000000000003
12828,3.0,6.0,1018.71
12829,337.0,3.0,345.35
12830,38.0,6.0,6748.4
12831,262.0,3.0,451.11
12832,32.0,2.0,383.03
12833,145.0,1.0,417.38
12834,283.0,1.0,312.38
12835,428.0,41.0,6018.67
12836,59.0,15.0,6546.47
12837,173.0,2.0,688.41
12838,34.0,10.0,3376.03
12839,3.0,26.0,9927.83
12840,144.0,7.0,4013.87
12841,5.0,40.0,7390.4800000000005
12842,70.0,4.0,1917.99
12843,66.0,30.0,6345.61
12844,29.0,4.0,648.6
12845,267.0,4.0,354.09
12846,682.0,1.0,15.58
12847,22.0,2.0,1636.8999999999999
12848,676.0,1.0,208.0
12849,31.0,6.0,3090.56
12850,446.0,1.0,330.0
12851,97.0,2.0,284.13
12852,295.0,1.0,299.75
12853,135.0,11.0,3728.5
12854,79.0,7.0,2922.37
12855,373.0,4.0,650.9399999999999
12856,8.0,6.0,2162.68
12857,211.0,6.0,3684.25
12858,383.0,1.0,151.73
12859,459.0,1.0,575.1
12860,693.0,1.0,55.47
12861,620.0,1.0,68.25
12862,426.0,2.0,1008.3199999999999
12863,52.0,6.0,2775.5499999999997
12864,138.0,2.0,299.57
12865,26.0,4.0,3303.31
12866,283.0,3.0,1227.35
12867,26.0,13.0,7862.69
12868,186.0,8.0,2247.06
12869,682.0,1.0,337.66999999999996
12870,375.0,3.0,1647.15
12871,84.0,3.0,744.02
12872,327.0,12.0,3678.34
12873,282.0,3.0,2027.3
12874,385.0,2.0,933.42
12875,143.0,5.0,1356.99
12876,58.0,4.0,4068.59
12877,4.0,20.0,2955.17
12878,236.0,2.0,841.64
12879,45.0,3.0,552.5699999999999
12880,382.0,2.0,640.13
12881,276.0,1.0,298.0
12882,9.0,2.0,1463.04
12883,25.0,4.0,703.47
12884,88.0,1.0,309.05
12885,63.0,3.0,1158.27
12886,68.0,2.0,1351.09
12887,384.0,1.0,222.4
12888,214.0,2.0,313.77
12889,381.0,4.0,365.66
12890,24.0,2.0,717.27
12891,186.0,11.0,819.5
12892,397.0,1.0,263.38
12893,31.0,1.0,188.14
12894,575.0,1.0,157.35
12895,42.0,2.0,347.3
12897,205.0,4.0,514.25
12898,464.0,2.0,310.96000000000004
12899,414.0,1.0,366.4
12900,422.0,1.0,340.33
12901,9.0,28.0,16293.1
12902,265.0,1.0,138.68
12903,429.0,1.0,833.53
12904,18.0,2.0,509.58
12905,577.0,2.0,1011.82
12906,12.0,5.0,2919.81
12907,396.0,2.0,440.36
12908,176.0,5.0,1272.0
12909,40.0,8.0,3034.77
12910,23.0,13.0,5747.02
12911,552.0,1.0,1680.47
12912,3.0,5.0,1662.3
12913,5.0,13.0,6700.860000000001
12914,401.0,1.0,223.98
12915,149.0,4.0,1084.85
12916,139.0,7.0,4630.22
12917,128.0,6.0,4329.5
12918,626.0,1.0,-10953.5
12919,8.0,6.0,1301.44
12920,17.0,4.0,488.09000000000003
12921,9.0,74.0,34639.45
12922,161.0,1.0,405.38
12923,64.0,3.0,789.87
12924,88.0,12.0,2423.15
12925,5.0,3.0,729.3299999999999
12926,411.0,4.0,1548.46
12927,395.0,1.0,197.31
12928,35.0,12.0,4304.89
12929,312.0,1.0,105.1
12930,78.0,2.0,409.9
12931,22.0,57.0,71299.67
12932,539.0,8.0,1698.56
12933,24.0,8.0,1627.28
12934,737.0,1.0,181.65
12935,2.0,15.0,4182.01
12936,17.0,4.0,1012.9
12937,15.0,9.0,3097.61
12938,26.0,1.0,114.14
12939,64.0,20.0,25264.8
12940,55.0,2.0,876.29
12941,724.0,1.0,377.49
12942,131.0,3.0,942.65
12943,558.0,2.0,489.0
12944,36.0,2.0,604.51
12945,288.0,2.0,900.11
12946,437.0,1.0,324.45
12947,144.0,6.0,1711.33
12948,16.0,9.0,2306.18
12949,31.0,22.0,15391.0
12950,2.0,3.0,1843.0
12951,9.0,15.0,3164.42
12952,6.0,4.0,1382.8400000000001
12953,10.0,2.0,828.8100000000001
12954,639.0,1.0,162.45
12955,1.0,11.0,4734.26
12956,306.0,4.0,521.89
12957,10.0,13.0,8628.42
12958,400.0,2.0,539.49
12959,484.0,1.0,133.35
12960,414.0,4.0,1322.07
12961,379.0,1.0,211.99
12962,7.0,2.0,266.39
12963,8.0,12.0,3512.79
12964,437.0,1.0,132.24
12965,89.0,1.0,771.91
12966,10.0,1.0,160.18
12967,358.0,3.0,3840.77
12968,112.0,1.0,135.95
12969,603.0,1.0,122.45
12970,7.0,10.0,1524.97
12971,4.0,116.0,15482.74
12972,414.0,4.0,1115.95
12973,414.0,1.0,385.55
12974,198.0,2.0,408.95
12975,437.0,6.0,1993.99
12976,212.0,8.0,3156.38
12977,156.0,4.0,517.63
12978,385.0,5.0,2496.07
12979,729.0,1.0,479.53999999999996
12980,158.0,21.0,15909.390000000001
12981,30.0,2.0,372.21999999999997
12982,243.0,8.0,2562.12
12983,598.0,1.0,490.08000000000004
12984,19.0,1.0,97.5
12985,1.0,2.0,1215.6200000000001
12986,429.0,10.0,1991.5900000000001
12987,74.0,5.0,1298.51
12988,292.0,1.0,535.32
12989,3.0,33.0,12846.8
12990,31.0,7.0,955.5
12991,23.0,3.0,764.82
12992,725.0,1.0,93.35000000000001
12993,23.0,8.0,1191.26
12994,4.0,3.0,902.22
12995,85.0,1.0,200.72
12996,376.0,1.0,355.5
12997,22.0,8.0,2065.11
12998,493.0,3.0,897.38
12999,196.0,3.0,455.88
13000,107.0,4.0,965.0
13001,4.0,33.0,24136.05
13002,318.0,3.0,414.13
13003,106.0,3.0,149.05
13004,12.0,36.0,11143.99
13005,174.0,4.0,935.03
13006,56.0,1.0,81.57
13007,580.0,1.0,175.25
13008,323.0,3.0,543.28
13009,673.0,1.0,234.0
13010,374.0,2.0,330.12
13011,372.0,1.0,101.10000000000001
13012,9.0,11.0,2591.1800000000003
13013,1.0,29.0,12601.82
13014,11.0,11.0,5220.83
13015,53.0,11.0,6465.72
13016,73.0,3.0,789.89
13017,7.0,1.0,204.0
13018,16.0,35.0,9742.81
13019,379.0,6.0,1212.95
13020,563.0,2.0,606.96
13021,4.0,17.0,4786.38
13022,430.0,1.0,65.3
13023,64.0,3.0,1449.03
13024,471.0,2.0,535.42
13025,732.0,1.0,323.39
13026,1.0,9.0,1690.12
13027,114.0,19.0,17148.0
13028,23.0,2.0,659.68
13029,31.0,5.0,1927.3
13030,11.0,2.0,1227.22
13031,407.0,5.0,3419.27
13032,52.0,9.0,2817.59
13033,357.0,2.0,220.55
13034,55.0,3.0,922.68
13035,74.0,3.0,1328.95
13036,685.0,1.0,307.1
13037,138.0,12.0,3842.55
13038,80.0,3.0,908.46
13039,584.0,4.0,1010.73
13040,9.0,2.0,676.99
13041,451.0,4.0,799.13
13042,598.0,3.0,1522.79
13043,273.0,1.0,471.57
13044,291.0,11.0,4824.2
13045,99.0,3.0,808.92
13046,31.0,3.0,949.25
13047,32.0,24.0,8466.72
13048,14.0,9.0,4035.16
13049,64.0,4.0,1384.14
13050,15.0,35.0,11822.44
13051,579.0,2.0,155.8
13052,212.0,7.0,3168.53
13053,622.0,1.0,127.65
13055,78.0,4.0,2292.5099999999998
13056,551.0,1.0,209.48
13057,530.0,3.0,540.74
13058,25.0,3.0,271.40000000000003
13059,250.0,10.0,2272.62
13060,254.0,1.0,307.53
13061,72.0,1.0,248.61
13062,191.0,1.0,346.98
13063,481.0,1.0,188.4
13064,13.0,6.0,1680.74
13065,373.0,5.0,1255.96
13066,24.0,2.0,430.9
13067,82.0,3.0,508.51
13068,10.0,2.0,344.0
13069,1.0,38.0,8747.47
13070,192.0,4.0,743.9
13071,612.0,1.0,129.22
13072,267.0,1.0,177.15
13073,411.0,2.0,418.08
13074,511.0,4.0,1362.8400000000001
13075,130.0,1.0,919.61
13076,458.0,1.0,135.4
13077,1.0,11.0,3040.17
13078,3.0,57.0,28883.83
13079,4.0,6.0,419.18
13080,179.0,4.0,260.83
13081,12.0,28.0,58328.15
13082,126.0,21.0,7268.92
13083,4.0,3.0,395.43
13084,492.0,1.0,116.44999999999999
13085,158.0,8.0,1459.46
13086,383.0,1.0,439.33000000000004
13087,726.0,1.0,313.64
13088,417.0,1.0,236.11
13089,3.0,203.0,113214.19
13090,9.0,24.0,13771.28
13091,28.0,3.0,-130.21999999999997
13092,71.0,12.0,2007.33
13093,276.0,55.0,54073.729999999996
13094,21.0,13.0,2214.6600000000003
13095,71.0,1.0,74.39999999999999
13096,394.0,1.0,419.70000000000005
13097,33.0,28.0,12861.73
13098,1.0,28.0,28658.88
13099,99.0,1.0,207.35999999999999
13101,234.0,4.0,695.4
13102,1.0,37.0,11440.12
13103,40.0,3.0,709.64
13104,3.0,9.0,1709.1
13105,436.0,1.0,72.0
13106,133.0,2.0,586.46
13107,44.0,9.0,5109.62
13108,373.0,2.0,1098.52
13109,60.0,3.0,1107.58
13110,31.0,12.0,2896.17
13111,719.0,1.0,321.88000000000005
13112,541.0,1.0,-5.44
13113,1.0,37.0,16600.25
13114,731.0,1.0,234.38
13115,12.0,10.0,5374.45
13116,138.0,1.0,485.19
13117,22.0,18.0,2642.11
13118,20.0,9.0,2334.1
13119,669.0,1.0,134.9
13120,239.0,1.0,30.599999999999998
13121,269.0,1.0,254.73
13122,94.0,2.0,922.39
13123,473.0,2.0,506.75
13124,90.0,4.0,4782.45
13125,524.0,1.0,158.57
13126,5.0,13.0,3902.47
13127,78.0,1.0,259.17
13128,631.0,1.0,263.5
13129,452.0,2.0,233.25
13130,94.0,1.0,64.0
13131,23.0,7.0,3279.77
13132,262.0,1.0,77.3
13133,274.0,3.0,200.45000000000002
13134,86.0,6.0,2422.28
13135,197.0,2.0,3371.45
13136,56.0,13.0,6077.8
13137,11.0,16.0,7667.37
13138,22.0,7.0,1454.49
13139,16.0,8.0,8193.83
13140,108.0,5.0,1215.68
13141,85.0,17.0,7536.63
13142,19.0,1.0,307.09
13143,585.0,1.0,399.2
13144,333.0,2.0,135.35
13145,40.0,7.0,1419.77
13146,26.0,1.0,228.91
13147,10.0,4.0,712.8000000000001
13148,29.0,26.0,8123.6
13149,14.0,4.0,1676.06
13150,484.0,3.0,435.02
13151,296.0,3.0,2511.69
13152,417.0,7.0,2114.98
13153,6.0,1.0,486.22
13154,399.0,3.0,997.4300000000001
13155,33.0,6.0,1750.18
13156,385.0,3.0,1586.54
13157,49.0,9.0,5667.71
13158,95.0,5.0,1508.18
13159,9.0,4.0,1379.75
13160,22.0,1.0,91.8
13161,313.0,2.0,478.88
13162,122.0,16.0,9116.94
13163,610.0,1.0,0.0
13164,569.0,2.0,297.46000000000004
13165,46.0,3.0,1451.16
13166,283.0,2.0,881.68
13167,19.0,5.0,1125.15
13168,36.0,5.0,1866.26
13169,64.0,3.0,840.08
13170,27.0,1.0,116.00999999999999
13171,22.0,3.0,426.81
13172,400.0,1.0,69.6
13173,4.0,11.0,2620.5
13174,16.0,12.0,9494.84
13175,582.0,2.0,793.1
13176,46.0,1.0,492.84
13177,65.0,2.0,512.2
13178,26.0,21.0,13997.89
13179,619.0,1.0,572.3100000000001
13180,607.0,1.0,86.10000000000001
13181,381.0,1.0,359.69
13182,45.0,1.0,121.18
13183,8.0,15.0,7010.88
13184,15.0,10.0,1648.79
13185,268.0,1.0,71.4
13186,40.0,3.0,1539.69
13187,337.0,4.0,348.31
13188,11.0,1.0,114.60000000000001
13189,19.0,2.0,260.68
13190,544.0,3.0,518.76
13191,658.0,1.0,164.69
13192,95.0,6.0,2544.53
13193,61.0,1.0,117.88
13194,136.0,2.0,472.78
13195,414.0,1.0,172.38
13196,11.0,7.0,3059.64
13197,610.0,1.0,373.01000000000005
13198,10.0,8.0,4912.28
13199,4.0,67.0,16404.98
13200,19.0,4.0,870.09
13201,502.0,4.0,1240.6100000000001
13202,394.0,7.0,1571.35
13203,10.0,10.0,2630.55
13204,731.0,1.0,966.6600000000001
13205,443.0,1.0,2803.2
13206,400.0,13.0,8280.13
13207,15.0,4.0,535.86
13208,59.0,9.0,1970.5
13209,30.0,13.0,8438.06
13210,94.0,1.0,353.48
13211,10.0,10.0,2706.87
13212,20.0,3.0,780.58
13213,57.0,11.0,3834.62
13214,418.0,7.0,3264.23
13215,402.0,1.0,81.6
13216,268.0,1.0,333.74
13217,122.0,4.0,266.12
13218,127.0,1.0,62.63999999999999
13219,618.0,1.0,76.23
13220,78.0,5.0,1336.0900000000001
13221,240.0,2.0,847.41
13222,577.0,1.0,88.5
13223,200.0,6.0,969.1200000000001
13224,60.0,2.0,2150.85
13225,3.0,16.0,15879.27
13226,273.0,2.0,312.46
13227,202.0,1.0,257.7
13228,81.0,1.0,358.0
